2023-01-14|09:45:13|CoffeeShop|Downtown|D|4.75
2025-02-14|12:30:46|Transport|Uber|D|99.56
2022-01-27|07:14:49|Hardware|Home Depot|D|310.26
2024-04-21|09:13:54|Electronics|Best Buy|D|411.65
2025-12-31|11:20:20|Transport|Uber|P|-101.89
2022-11-20|16:13:51|Fast Food|McDonald's|D|498.54
2025-04-03|12:51:06|Subscription|Netflix|D|496.31
2025-01-13|07:09:07|Electronics|Best Buy|P|-149.58
2025-06-05|05:09:02|Transport|Uber|D|399.18
2025-07-04|23:31:50|Gas|Shell|P|-480.27
2023-01-18|19:10:38|Subscription|Spotify|D|178.84
2023-04-22|15:10:10|Electronics|Apple|P|-88.53
2022-04-04|15:19:33|Transport|Uber|P|-400.45
2022-03-07|17:26:14|Gas|Shell|D|155.93
2024-01-21|17:23:02|Gas|Shell|D|462.07
2024-07-11|18:57:22|Electronics|Apple|D|171.87
2024-11-07|16:15:39|Transport|Uber|P|-379.31
2024-06-08|13:43:39|Gas|Shell|D|11.42
2024-09-16|18:34:04|Gas|Shell|P|-269.74
2025-12-06|21:36:55|Fast Food|McDonald's|P|-11.26
2022-06-07|21:01:03|Transport|Lyft|D|424.30
2022-05-25|09:28:54|Gas|Shell|D|98.47
2023-08-03|08:48:14|Retail|Target|D|165.73
2025-03-14|07:00:33|Subscription|Spotify|P|-37.53
2022-12-04|04:04:20|Retail|Target|D|66.26
2023-09-08|01:27:32|Fast Food|McDonald's|P|-301.84
2023-03-26|20:37:07|Hardware|Home Depot|D|382.90
2025-12-19|12:25:50|Hardware|Home Depot|P|-390.58
2023-10-19|09:49:21|Electronics|Apple|D|472.66
2024-07-28|22:28:08|Fast Food|McDonald's|D|267.52
2025-03-09|08:38:51|Coffee|Starbucks|P|-384.66
2023-02-26|01:49:35|Gas|Shell|P|-444.37
2025-07-11|01:19:31|Subscription|Netflix|D|376.37
2023-01-19|13:26:03|Transport|Uber|D|184.99
2022-10-11|17:07:28|Groceries|Walmart|D|26.40
2024-01-25|23:30:26|Subscription|Netflix|D|9.15
2025-03-31|10:37:42|Transport|Uber|P|-330.40
2024-04-08|01:56:59|Online Shopping|Amazon|D|254.69
2023-12-13|17:46:37|Online Shopping|Amazon|D|398.72
2025-06-10|01:17:06|Electronics|Best Buy|D|473.83
2024-05-12|11:05:40|Subscription|Spotify|P|-8.27
2025-02-12|03:49:32|Electronics|Apple|P|-444.76
2025-09-11|13:32:47|Fast Food|McDonald's|P|-498.34
2022-03-26|02:06:15|Fast Food|McDonald's|P|-17.06
2024-12-16|07:11:30|Coffee|Starbucks|P|-463.31
2022-02-12|01:11:39|Retail|Target|D|109.03
2022-03-03|18:16:53|Retail|Target|D|139.37
2025-03-21|22:59:16|Pharmacy|CVS|P|-141.93
2024-05-05|10:59:25|Hardware|Home Depot|P|-26.74
2022-04-14|21:00:43|Electronics|Best Buy|P|-394.81
2023-05-30|00:50:05|Fast Food|McDonald's|P|-453.82
2024-08-12|07:47:11|Coffee|Starbucks|P|-227.75
2022-06-02|07:59:44|Fast Food|McDonald's|D|128.96
2023-03-10|11:35:11|Electronics|Apple|D|303.72
2025-03-08|16:47:39|Gas|Shell|D|425.26
2022-01-10|05:44:00|Subscription|Spotify|D|401.77
2022-09-08|08:31:45|Online Shopping|Amazon|D|28.47
2024-04-02|07:41:09|Pharmacy|CVS|P|-297.81
2025-09-03|11:09:39|Fast Food|McDonald's|P|-65.63
2022-05-26|19:52:10|Subscription|Spotify|D|313.03
2023-07-18|07:07:24|Hardware|Home Depot|P|-323.40
2024-03-06|19:15:15|Groceries|Costco|D|97.88
2022-01-11|13:49:55|Groceries|Costco|P|-6.33
2025-07-14|17:22:02|Retail|Target|P|-498.77
2022-11-12|11:38:59|Transport|Lyft|P|-134.18
2025-02-21|18:48:06|Groceries|Walmart|P|-304.58
2022-08-15|19:00:23|Gas|Shell|D|33.26
2022-05-13|19:01:36|Transport|Lyft|D|247.89
2023-09-03|12:19:02|Subscription|Netflix|P|-161.81
2022-08-21|03:05:12|Coffee|Starbucks|D|345.97
2022-01-08|06:59:53|Electronics|Best Buy|D|181.60
2024-01-28|21:46:29|Pharmacy|CVS|P|-32.39
2023-09-19|17:29:36|Pharmacy|CVS|D|286.26
2024-05-12|17:48:02|Pharmacy|CVS|P|-182.28
2022-05-26|23:41:14|Pharmacy|CVS|P|-373.73
2023-07-01|03:42:23|Coffee|Starbucks|P|-404.58
2024-10-28|08:35:45|Subscription|Spotify|D|116.26
2022-01-22|11:32:23|Transport|Uber|D|328.16
2022-11-16|19:04:44|Electronics|Best Buy|P|-50.24
2025-03-11|07:50:25|Groceries|Costco|P|-317.66
2022-11-08|20:37:40|Groceries|Costco|D|417.03
2022-09-28|03:06:10|Gas|Shell|D|419.01
2024-10-19|13:06:43|Transport|Uber|P|-487.86
2022-10-24|03:14:41|Online Shopping|Amazon|D|211.41
2024-09-18|12:12:28|Subscription|Spotify|P|-196.36
2022-11-24|05:56:47|Transport|Lyft|P|-479.02
2025-11-08|18:28:28|Transport|Lyft|P|-168.67
2025-09-13|10:17:19|Electronics|Best Buy|P|-275.78
2023-01-23|13:27:34|Retail|Target|P|-309.73
2025-08-07|20:04:44|Gas|Shell|P|-264.89
2025-07-23|07:37:52|Transport|Uber|P|-485.77
2022-12-29|18:18:21|Retail|Target|D|28.87
2024-09-23|05:38:05|Subscription|Spotify|P|-365.86
2025-02-01|05:39:26|Electronics|Apple|D|135.92
2025-03-03|02:15:17|Coffee|Starbucks|D|63.75
2024-07-07|17:33:09|Coffee|Starbucks|D|95.00
2025-06-10|02:57:00|Transport|Uber|P|-382.12
2022-05-18|13:39:07|Coffee|Starbucks|D|58.25
2023-04-09|00:42:58|Hardware|Home Depot|D|180.12
2025-03-12|12:53:54|Subscription|Netflix|D|17.83
2025-02-04|13:34:39|Fast Food|McDonald's|D|196.62
2024-04-10|03:17:57|Groceries|Walmart|D|9.87
2022-06-02|13:56:38|Transport|Lyft|P|-455.79
2025-11-28|04:11:34|Hardware|Home Depot|D|79.88
2022-01-12|08:45:46|Pharmacy|CVS|P|-72.32
2025-07-11|00:25:50|Subscription|Spotify|P|-489.81
2024-12-21|12:12:59|Transport|Uber|D|385.10
2023-02-21|19:44:04|Transport|Uber|P|-208.13
2025-06-12|23:35:35|Fast Food|McDonald's|D|383.73
2023-11-07|17:34:59|Coffee|Starbucks|P|-436.14
2024-12-06|11:17:41|Gas|Shell|P|-286.68
2022-08-11|21:15:09|Electronics|Apple|P|-44.35
2022-10-11|21:14:23|Transport|Lyft|D|310.69
2022-08-12|17:45:36|Subscription|Netflix|D|348.92
2023-10-21|11:20:51|Groceries|Costco|P|-170.69
2022-06-03|18:47:53|Transport|Uber|D|196.62
2022-12-04|15:22:29|Subscription|Netflix|P|-162.72
2025-05-22|14:49:22|Groceries|Walmart|P|-90.45
2024-10-04|15:08:47|Electronics|Apple|P|-296.59
2023-11-01|10:49:55|Subscription|Spotify|D|10.12
2024-05-18|02:40:22|Retail|Target|P|-426.82
2024-03-22|10:53:31|Gas|Shell|P|-384.47
2025-09-07|05:36:00|Hardware|Home Depot|P|-220.37
2023-06-27|07:40:17|Online Shopping|Amazon|P|-166.07
2024-12-31|15:55:33|Retail|Target|P|-22.82
2025-06-27|19:18:08|Hardware|Home Depot|P|-277.29
2023-08-28|07:04:36|Groceries|Costco|P|-170.53
2024-10-23|17:28:26|Groceries|Costco|D|18.56
2024-02-28|13:38:21|Hardware|Home Depot|D|384.05
2023-11-27|11:12:31|Hardware|Home Depot|D|110.85
2025-09-20|16:49:16|Hardware|Home Depot|P|-112.98
2024-03-01|06:28:39|Subscription|Spotify|P|-343.72
2022-02-07|00:00:05|Coffee|Starbucks|D|142.90
2022-06-20|20:15:10|Electronics|Best Buy|P|-206.40
2025-05-11|18:58:32|Pharmacy|CVS|D|56.30
2023-09-17|10:41:35|Groceries|Costco|D|411.86
2024-12-30|03:14:23|Pharmacy|CVS|P|-182.25
2023-11-11|12:22:06|Groceries|Walmart|P|-208.97
2023-03-28|23:49:46|Transport|Uber|D|168.67
2023-01-24|17:51:43|Gas|Shell|D|454.70
2022-10-06|14:57:17|Subscription|Netflix|D|403.15
2022-12-20|02:10:37|Gas|Shell|P|-196.38
2025-01-06|06:14:30|Retail|Target|D|324.79
2025-08-30|21:50:51|Transport|Lyft|D|455.25
2023-05-19|16:44:55|Subscription|Spotify|P|-89.93
2022-10-09|18:19:08|Groceries|Walmart|P|-250.12
2022-08-15|05:15:42|Hardware|Home Depot|D|465.04
2024-01-15|15:42:52|Transport|Lyft|P|-130.86
2022-09-24|04:24:41|Groceries|Walmart|D|51.46
2022-02-17|04:15:49|Transport|Uber|D|298.98
2025-12-16|22:03:52|Transport|Uber|D|151.04
2025-12-04|06:39:13|Subscription|Netflix|D|235.14
2023-02-05|12:52:59|Hardware|Home Depot|P|-79.85
2025-01-11|19:03:01|Subscription|Spotify|D|443.88
2022-06-16|07:21:03|Online Shopping|Amazon|D|136.68
2023-05-05|03:44:54|Gas|Shell|P|-250.89
2023-12-11|13:46:14|Fast Food|McDonald's|P|-395.36
2023-01-30|02:33:06|Retail|Target|D|464.60
2023-03-14|19:02:53|Groceries|Walmart|D|18.23
2024-11-02|01:18:23|Subscription|Spotify|P|-252.40
2025-02-05|09:45:02|Electronics|Best Buy|P|-236.35
2023-10-23|08:59:45|Transport|Uber|P|-101.49
2025-08-01|03:32:00|Subscription|Spotify|P|-136.42
2023-11-22|01:39:11|Retail|Target|D|336.18
2024-05-13|01:12:09|Transport|Uber|P|-457.02
2022-03-26|23:29:56|Fast Food|McDonald's|D|439.14
2022-06-08|09:45:20|Pharmacy|CVS|D|18.20
2025-09-14|02:44:17|Online Shopping|Amazon|P|-198.87
2022-10-16|12:27:25|Fast Food|McDonald's|D|135.69
2023-01-23|14:48:35|Electronics|Apple|D|255.11
2024-08-18|11:19:02|Retail|Target|D|404.93
2023-01-04|13:52:10|Coffee|Starbucks|P|-95.60
2022-12-27|23:26:31|Subscription|Spotify|D|290.53
2025-07-07|10:10:23|Transport|Lyft|D|173.93
2025-06-07|19:13:49|Subscription|Netflix|D|196.19
2024-10-13|20:59:11|Transport|Uber|P|-466.15
2022-11-21|06:17:17|Subscription|Spotify|P|-142.40
2022-07-17|10:37:15|Coffee|Starbucks|D|493.89
2022-06-04|01:04:27|Electronics|Apple|P|-61.82
2022-05-22|06:27:29|Pharmacy|CVS|P|-387.36
2025-07-29|14:16:14|Groceries|Costco|D|423.02
2022-07-03|14:34:27|Groceries|Costco|P|-376.48
2023-05-26|23:53:05|Pharmacy|CVS|P|-322.59
2024-10-23|17:44:58|Subscription|Netflix|P|-345.02
2024-02-23|09:58:57|Coffee|Starbucks|D|280.22
2024-12-31|19:17:41|Gas|Shell|P|-264.08
2025-11-13|18:58:57|Transport|Uber|D|131.47
2024-02-19|12:59:21|Fast Food|McDonald's|D|53.23
2024-12-04|03:07:18|Transport|Lyft|P|-466.53
2024-01-04|01:50:36|Transport|Uber|P|-103.04
2022-01-20|12:36:15|Fast Food|McDonald's|D|101.49
2024-08-13|08:24:49|Hardware|Home Depot|D|69.05
2022-04-07|01:26:28|Subscription|Spotify|D|370.76
2022-06-22|16:15:32|Fast Food|McDonald's|D|144.32
2022-08-24|17:47:40|Online Shopping|Amazon|P|-390.52
2022-12-14|08:17:50|Online Shopping|Amazon|D|221.79
2022-06-26|13:15:40|Online Shopping|Amazon|P|-498.35
2025-06-04|23:20:06|Transport|Lyft|P|-101.29
2025-05-24|14:43:01|Transport|Lyft|P|-290.94
2025-07-05|18:49:27|Hardware|Home Depot|D|173.23
2023-09-10|10:52:43|Gas|Shell|D|194.22
2024-08-16|23:22:43|Subscription|Netflix|D|493.97
2024-10-09|15:13:47|Electronics|Apple|D|75.58
2022-06-14|06:54:01|Retail|Target|P|-253.24
2024-03-13|01:24:14|Pharmacy|CVS|D|170.77
2022-02-24|14:56:44|Electronics|Best Buy|P|-280.22
2024-10-26|12:43:03|Hardware|Home Depot|P|-154.20
2024-08-08|17:07:19|Subscription|Netflix|D|21.40
2022-07-05|07:26:38|Coffee|Starbucks|P|-306.96
2025-11-10|16:02:08|Retail|Target|D|237.49
2022-01-27|02:17:02|Subscription|Spotify|D|435.90
2023-08-25|17:17:26|Pharmacy|CVS|D|235.88
2024-01-21|08:01:38|Groceries|Costco|D|404.92
2023-02-15|11:48:40|Transport|Uber|D|256.02
2023-06-07|19:22:08|Transport|Uber|D|295.95
2022-06-23|08:40:05|Retail|Target|P|-275.79
2025-11-17|21:44:09|Transport|Uber|P|-3.04
2025-01-18|10:18:18|Transport|Uber|P|-297.19
2023-06-17|04:25:01|Subscription|Spotify|P|-121.61
2024-05-22|18:53:13|Groceries|Walmart|P|-105.78
2023-05-01|11:15:12|Online Shopping|Amazon|P|-209.08
2025-05-23|01:47:59|Fast Food|McDonald's|P|-363.95
2025-04-19|12:05:25|Groceries|Walmart|D|102.56
2024-04-11|13:36:15|Pharmacy|CVS|P|-125.64
2025-05-14|02:45:18|Transport|Lyft|D|24.78
2024-04-26|03:01:32|Electronics|Apple|P|-265.14
2022-05-01|13:29:39|Fast Food|McDonald's|D|73.16
2024-05-29|09:33:10|Online Shopping|Amazon|P|-228.27
2022-09-27|14:02:35|Fast Food|McDonald's|P|-47.12
2024-09-27|18:00:35|Groceries|Walmart|P|-52.20
2024-04-22|02:48:05|Coffee|Starbucks|D|93.83
2024-12-17|06:47:47|Online Shopping|Amazon|P|-145.89
2023-03-16|06:05:34|Groceries|Walmart|D|231.71
2025-12-06|04:11:21|Groceries|Walmart|D|253.02
2025-09-28|09:22:27|Retail|Target|P|-135.73
2023-02-09|05:13:30|Transport|Lyft|P|-389.20
2023-05-20|02:51:55|Electronics|Apple|P|-344.03
2025-02-22|11:19:54|Subscription|Netflix|P|-18.42
2023-01-22|20:06:47|Pharmacy|CVS|D|378.92
2022-08-23|16:51:47|Subscription|Spotify|D|57.87
2024-03-21|13:42:25|Electronics|Apple|P|-401.30
2024-10-31|12:03:21|Transport|Lyft|D|309.59
2024-07-21|09:49:49|Transport|Lyft|P|-275.21
2023-12-11|04:26:56|Pharmacy|CVS|P|-205.05
2025-03-25|14:30:10|Electronics|Best Buy|P|-416.39
2024-12-04|17:36:46|Transport|Uber|P|-475.53
2025-05-27|12:10:03|Subscription|Spotify|P|-142.60
2022-06-20|22:48:12|Pharmacy|CVS|D|184.41
2023-07-12|10:06:14|Transport|Lyft|D|64.43
2024-10-27|23:45:14|Transport|Uber|P|-12.78
2022-03-14|05:50:49|Transport|Lyft|D|320.40
2023-02-28|14:30:15|Electronics|Apple|P|-119.89
2022-09-17|17:47:31|Coffee|Starbucks|P|-267.21
2022-10-02|15:48:48|Transport|Lyft|D|21.94
2023-02-08|18:49:19|Groceries|Costco|D|131.83
2024-09-20|20:09:28|Fast Food|McDonald's|D|449.90
2025-11-24|02:32:58|Hardware|Home Depot|D|206.97
2022-12-27|16:25:39|Online Shopping|Amazon|P|-15.06
2023-02-08|10:27:22|Online Shopping|Amazon|D|173.35
2025-09-17|18:24:00|Electronics|Apple|P|-238.42
2025-09-02|07:03:02|Hardware|Home Depot|D|149.17
2023-09-27|19:07:18|Pharmacy|CVS|D|193.73
2022-10-17|04:13:17|Gas|Shell|D|207.89
2023-03-24|07:04:27|Online Shopping|Amazon|P|-433.22
2025-12-20|19:29:50|Groceries|Costco|D|466.01
2023-08-06|18:53:38|Subscription|Spotify|D|111.74
2025-12-24|05:30:17|Transport|Uber|D|335.21
2023-02-05|14:16:39|Electronics|Best Buy|D|427.09
2022-12-15|08:31:01|Groceries|Costco|D|452.15
2024-10-12|18:54:56|Retail|Target|P|-213.24
2024-11-05|13:36:41|Gas|Shell|P|-252.62
2024-09-14|08:41:13|Retail|Target|P|-130.87
2023-07-07|12:42:16|Groceries|Costco|P|-197.47
2024-12-10|12:19:06|Transport|Uber|P|-343.83
2022-04-04|14:39:24|Pharmacy|CVS|P|-413.20
2022-09-28|16:38:00|Transport|Uber|P|-224.77
2025-08-27|18:22:43|Transport|Lyft|D|306.40
2023-07-28|02:45:34|Gas|Shell|P|-202.99
2023-08-31|19:46:00|Subscription|Netflix|P|-303.74
2023-11-27|21:27:22|Groceries|Walmart|P|-351.36
2024-12-23|09:24:05|Gas|Shell|D|440.24
2023-07-09|02:27:10|Subscription|Netflix|D|185.67
2022-10-03|02:44:50|Fast Food|McDonald's|P|-183.65
2024-10-08|22:10:55|Transport|Lyft|P|-273.34
2023-03-02|10:10:47|Subscription|Netflix|P|-382.83
2022-12-05|20:11:36|Transport|Uber|P|-8.06
2022-10-16|09:49:50|Online Shopping|Amazon|D|314.03
2024-04-30|18:52:28|Subscription|Spotify|P|-346.49
2023-01-17|11:56:39|Electronics|Apple|D|492.18
2022-01-01|01:37:41|Groceries|Costco|D|113.78
2022-07-13|14:21:34|Subscription|Spotify|P|-339.57
2023-03-13|09:15:41|Subscription|Netflix|P|-434.39
2023-09-11|21:38:27|Pharmacy|CVS|P|-127.34
2022-04-30|04:45:01|Retail|Target|D|69.91
2023-04-29|03:00:51|Hardware|Home Depot|P|-141.55
2024-02-28|16:28:16|Coffee|Starbucks|P|-469.88
2024-02-29|04:14:11|Pharmacy|CVS|D|215.00
2025-08-08|09:13:28|Electronics|Apple|P|-470.78
2024-06-20|11:16:43|Pharmacy|CVS|P|-420.83
2022-01-05|00:17:14|Retail|Target|D|43.76
2023-12-02|14:37:26|Subscription|Spotify|D|79.22
2023-10-07|23:24:58|Retail|Target|D|105.51
2023-02-12|20:59:49|Retail|Target|P|-74.18
2024-05-10|10:47:27|Groceries|Costco|P|-258.42
2024-07-10|02:07:07|Subscription|Netflix|D|192.16
2022-09-02|22:48:31|Subscription|Netflix|D|332.76
2022-02-24|11:04:54|Coffee|Starbucks|P|-313.35
2024-04-02|09:05:45|Pharmacy|CVS|D|412.35
2023-12-12|03:28:25|Fast Food|McDonald's|P|-320.90
2025-02-27|09:41:04|Gas|Shell|D|101.63
2024-08-12|04:01:07|Transport|Uber|D|119.48
2024-11-23|08:38:44|Coffee|Starbucks|D|38.80
2024-06-23|13:25:33|Electronics|Apple|D|470.46
2025-03-14|03:30:00|Gas|Shell|D|270.96
2022-12-23|16:41:19|Hardware|Home Depot|D|348.42
2022-03-21|23:38:07|Electronics|Apple|D|381.34
2022-11-06|01:58:48|Gas|Shell|D|227.18
2025-04-25|18:47:19|Online Shopping|Amazon|D|2.03
2024-07-26|16:21:08|Subscription|Netflix|D|376.43
2025-04-21|23:45:57|Coffee|Starbucks|P|-462.80
2023-07-28|05:59:42|Groceries|Costco|P|-471.39
2025-01-15|04:11:01|Groceries|Walmart|P|-4.15
2024-01-30|09:14:08|Electronics|Apple|D|428.80
2023-12-07|13:58:51|Coffee|Starbucks|D|137.94
2024-07-26|08:02:17|Online Shopping|Amazon|D|202.76
2023-12-08|08:30:12|Subscription|Netflix|P|-81.07
2022-01-23|12:04:15|Subscription|Spotify|D|340.55
2025-07-04|14:14:20|Subscription|Netflix|D|461.50
2023-10-12|08:46:46|Groceries|Costco|D|299.13
2022-02-01|22:42:09|Fast Food|McDonald's|D|138.24
2022-08-08|18:15:20|Subscription|Spotify|P|-313.98
2024-07-15|21:18:07|Electronics|Apple|D|258.52
2024-06-19|13:26:17|Fast Food|McDonald's|P|-358.43
2024-12-23|21:53:56|Groceries|Walmart|P|-323.51
2024-01-11|06:00:40|Transport|Uber|P|-203.78
2024-10-01|18:25:33|Subscription|Spotify|P|-327.06
2023-06-15|05:40:19|Subscription|Netflix|P|-287.83
2022-05-02|12:28:44|Electronics|Apple|D|279.26
2024-10-24|23:45:08|Pharmacy|CVS|P|-273.83
2024-06-29|14:13:56|Fast Food|McDonald's|P|-257.97
2025-04-20|17:11:58|Gas|Shell|D|119.46
2025-12-14|15:47:30|Pharmacy|CVS|D|118.02
2024-10-26|01:21:11|Groceries|Costco|D|63.44
2024-03-30|05:58:32|Retail|Target|D|352.13
2022-10-29|20:10:46|Pharmacy|CVS|D|230.98
2024-11-14|14:18:31|Subscription|Spotify|P|-30.20
2022-10-29|05:11:59|Groceries|Costco|D|492.00
2024-12-25|09:20:30|Electronics|Best Buy|D|441.53
2023-01-29|06:35:05|Coffee|Starbucks|D|173.30
2024-11-25|12:05:27|Transport|Uber|D|298.40
2023-03-27|14:46:35|Coffee|Starbucks|D|177.79
2025-12-05|16:31:24|Transport|Uber|D|46.52
2023-07-03|16:09:37|Retail|Target|P|-124.62
2022-01-08|10:15:55|Transport|Lyft|P|-240.92
2023-04-04|04:16:03|Gas|Shell|P|-71.48
2022-07-26|10:08:38|Coffee|Starbucks|D|121.47
2022-07-18|14:06:43|Subscription|Netflix|P|-21.31
2022-12-18|17:22:39|Gas|Shell|D|210.99
2023-12-31|11:00:39|Pharmacy|CVS|D|286.35
2023-08-11|12:21:55|Pharmacy|CVS|P|-400.83
2025-08-24|21:03:28|Electronics|Apple|P|-486.96
2025-02-06|01:04:21|Electronics|Apple|D|215.40
2023-12-19|03:53:56|Electronics|Apple|D|373.36
2024-07-22|06:07:03|Subscription|Netflix|P|-117.06
2022-11-25|09:15:48|Online Shopping|Amazon|D|104.19
2023-05-31|21:29:40|Online Shopping|Amazon|D|126.78
2022-10-15|12:07:29|Electronics|Best Buy|P|-124.83
2023-08-17|01:09:03|Pharmacy|CVS|P|-319.69
2022-06-05|14:18:53|Subscription|Netflix|D|187.11
2025-09-14|21:36:02|Pharmacy|CVS|P|-329.17
2024-10-28|12:06:40|Electronics|Apple|P|-485.90
2024-02-29|03:18:30|Gas|Shell|D|217.49
2023-10-24|06:33:40|Electronics|Apple|P|-391.45
2024-06-20|06:52:13|Groceries|Costco|P|-224.39
2024-07-15|21:08:35|Electronics|Best Buy|D|378.68
2023-09-17|18:56:41|Transport|Uber|P|-278.83
2023-04-20|13:10:46|Pharmacy|CVS|D|19.40
2023-03-12|08:52:20|Fast Food|McDonald's|D|378.19
2023-09-10|09:54:46|Subscription|Spotify|P|-275.07
2023-05-10|15:51:10|Electronics|Apple|P|-9.56
2022-04-27|08:15:53|Coffee|Starbucks|P|-212.12
2025-11-20|05:13:37|Pharmacy|CVS|P|-423.71
2025-12-05|19:34:50|Coffee|Starbucks|P|-187.20
2022-05-30|11:27:22|Coffee|Starbucks|D|397.64
2022-11-24|18:09:01|Transport|Uber|P|-294.31
2025-07-17|08:29:21|Hardware|Home Depot|P|-165.56
2023-06-09|05:04:43|Gas|Shell|D|337.36
2023-03-18|15:58:31|Electronics|Apple|P|-271.27
2025-12-27|05:29:00|Electronics|Best Buy|P|-398.06
2023-04-07|17:16:45|Gas|Shell|D|135.96
2022-09-26|06:16:26|Groceries|Costco|D|119.87
2022-05-14|18:22:16|Pharmacy|CVS|P|-161.37
2023-04-24|00:06:23|Hardware|Home Depot|D|355.93
2023-09-20|18:35:18|Gas|Shell|D|263.09
2022-12-09|17:17:55|Groceries|Costco|P|-493.82
2024-03-05|08:59:23|Groceries|Costco|D|308.76
2025-05-28|19:16:15|Groceries|Walmart|P|-288.30
2024-06-13|11:41:41|Transport|Uber|D|37.29
2024-08-17|08:48:41|Subscription|Netflix|D|86.54
2025-02-07|06:16:20|Coffee|Starbucks|D|254.14
2022-07-23|07:52:21|Hardware|Home Depot|P|-77.98
2025-10-21|01:09:15|Groceries|Costco|D|327.86
2025-12-08|11:47:36|Coffee|Starbucks|D|274.77
2025-12-21|07:26:23|Transport|Lyft|P|-394.60
2025-02-12|13:08:13|Pharmacy|CVS|D|126.89
2024-02-10|00:48:04|Transport|Lyft|D|217.73
2022-03-23|22:23:17|Online Shopping|Amazon|D|30.52
2022-02-28|00:01:00|Fast Food|McDonald's|P|-477.69
2022-09-10|00:41:59|Coffee|Starbucks|P|-402.53
2023-05-29|16:14:50|Subscription|Netflix|D|81.90
2025-10-17|08:14:48|Transport|Lyft|D|79.58
2024-06-23|16:43:11|Electronics|Best Buy|P|-169.77
2025-11-04|08:54:20|Pharmacy|CVS|P|-280.30
2022-10-21|17:54:34|Retail|Target|D|375.12
2023-05-14|13:39:40|Gas|Shell|D|320.43
2022-04-25|11:08:34|Coffee|Starbucks|P|-198.01
2024-05-01|17:06:42|Gas|Shell|P|-457.35
2022-08-19|19:04:47|Gas|Shell|P|-463.12
2023-06-23|04:53:02|Coffee|Starbucks|D|199.66
2024-04-30|12:45:05|Electronics|Best Buy|D|250.00
2024-11-10|21:10:14|Pharmacy|CVS|D|382.42
2024-11-16|14:20:03|Online Shopping|Amazon|P|-492.78
2023-02-01|02:17:09|Groceries|Walmart|D|154.44
2024-09-22|10:23:52|Coffee|Starbucks|P|-488.39
2022-08-29|09:08:37|Online Shopping|Amazon|D|494.94
2025-04-14|14:37:18|Coffee|Starbucks|D|81.16
2022-03-11|21:51:55|Groceries|Costco|D|87.38
2024-01-05|05:11:05|Pharmacy|CVS|P|-39.59
2025-03-07|07:36:13|Coffee|Starbucks|P|-377.45
2025-08-27|10:56:59|Subscription|Netflix|D|476.56
2024-09-13|07:30:29|Coffee|Starbucks|P|-265.36
2024-06-06|15:20:28|Subscription|Spotify|P|-221.66
2024-10-26|05:00:59|Electronics|Best Buy|P|-369.05
2022-12-09|22:10:30|Gas|Shell|P|-55.79
2024-12-05|19:00:08|Retail|Target|P|-411.69
2023-08-31|10:09:19|Pharmacy|CVS|P|-184.11
2024-07-30|11:21:33|Hardware|Home Depot|P|-137.03
2025-09-18|18:30:21|Hardware|Home Depot|P|-344.55
2023-09-22|12:49:42|Groceries|Costco|P|-214.08
2024-07-24|13:48:47|Electronics|Best Buy|D|22.01
2025-08-26|18:53:08|Hardware|Home Depot|D|175.14
2025-02-14|11:27:02|Subscription|Spotify|P|-260.72
2025-11-10|05:04:06|Subscription|Spotify|D|189.52
2024-12-12|02:54:30|Transport|Uber|D|113.18
2024-04-08|11:32:19|Hardware|Home Depot|D|309.97
2022-09-23|02:55:27|Transport|Lyft|P|-451.42
2022-03-02|07:22:22|Groceries|Costco|D|269.02
2024-12-11|05:13:41|Hardware|Home Depot|D|338.40
2023-10-23|19:35:20|Groceries|Walmart|D|218.08
2023-04-09|14:47:54|Groceries|Costco|P|-415.24
2025-04-13|16:46:49|Electronics|Best Buy|D|321.02
2023-08-23|23:32:58|Transport|Uber|P|-423.03
2025-01-04|03:28:44|Electronics|Apple|D|306.58
2025-04-19|00:17:44|Hardware|Home Depot|D|108.48
2025-09-22|21:30:07|Subscription|Spotify|P|-205.64
2022-03-02|02:29:18|Subscription|Netflix|D|376.89
2024-08-31|08:02:51|Coffee|Starbucks|P|-216.21
2025-01-25|22:03:34|Hardware|Home Depot|D|206.97
2024-03-15|13:12:52|Groceries|Walmart|P|-128.88
2025-12-20|12:39:46|Fast Food|McDonald's|D|211.77
2022-08-31|10:46:15|Retail|Target|D|293.81
2025-12-07|02:46:11|Hardware|Home Depot|D|18.58
2023-11-14|02:50:57|Hardware|Home Depot|P|-142.14
2023-09-19|02:29:19|Groceries|Walmart|D|113.80
2022-12-19|03:34:40|Online Shopping|Amazon|P|-278.12
2023-06-24|12:17:43|Electronics|Apple|D|55.01
2022-05-10|04:00:45|Subscription|Netflix|D|32.68
2022-04-30|05:45:40|Fast Food|McDonald's|P|-427.96
2025-03-08|13:23:08|Gas|Shell|P|-421.75
2025-01-20|08:31:13|Hardware|Home Depot|D|34.98
2022-12-26|13:02:35|Transport|Uber|P|-431.01
2025-04-12|06:56:46|Coffee|Starbucks|P|-30.19
2023-04-16|01:42:29|Coffee|Starbucks|P|-66.01
2023-11-26|20:50:44|Hardware|Home Depot|P|-24.58
2023-12-31|15:10:36|Subscription|Netflix|D|178.47
2025-08-21|02:46:30|Transport|Uber|P|-341.76
2023-12-29|02:29:14|Retail|Target|D|61.38
